posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2017,Sydney,Startup,Healthcare,Business Analyst,Lead,0.01,31598,0.89,Medium,Growing
2025,Seoul,Medium,Agriculture,Operations Manager,Intern,0.94,113074,0.24,High,Growing
2014,Dubai,Large,Manufacturing,Policy Analyst,Junior,0.02,35364,0.81,High,Emerging
2020,Nairobi,Startup,Tech,Software Engineer,Senior,0.03,24957,0.78,Low,Growing
2019,Sao Paulo,Startup,Finance,Business Analyst,Intern,0.02,20595,0.61,Medium,Growing
2013,Sydney,Medium,Education,Software Engineer,Lead,0.16,40065,0.69,High,Emerging
2012,Nairobi,Enterprise,Finance,Policy Analyst,Mid,0.01,20803,0.66,High,Emerging
2015,Toronto,Enterprise,Tech,Research Scientist,Executive,0.12,31529,0.82,Medium,Emerging
2019,Bangalore,Large,Energy,AI Researcher,Intern,0.51,31163,0.29,Medium,Growing
2023,New York,Startup,Energy,Data Scientist,Intern,0.83,54487,0.29,High,Growing
2017,Paris,Enterprise,Finance,Software Engineer,Junior,0.19,66988,0.88,High,Growing
2014,London,Small,Finance,Operations Manager,Executive,0.87,74750,0.31,High,Emerging
2011,Sao Paulo,Small,Tech,Operations Manager,Senior,0.08,53646,0.87,Low,Emerging
2015,Seoul,Medium,Government,Systems Engineer,Mid,0.15,55883,0.86,Medium,Emerging
2024,Dubai,Startup,Tech,ML Engineer,Junior,0.75,109956,0.19,Medium,Mature
2020,Paris,Small,Manufacturing,Operations Manager,Junior,0.92,101492,0.38,High,Growing
2021,Nairobi,Enterprise,Healthcare,Operations Manager,Senior,0.47,118877,0.36,Medium,Growing
2023,New York,Startup,Healthcare,Product Manager,Executive,0.9,102844,0.24,Low,Growing
2011,Lagos,Small,Retail,Business Analyst,Lead,0.07,69086,0.84,High,Emerging
2025,Seoul,Large,Retail,Systems Engineer,Mid,0.46,87619,0.36,Medium,Growing
2011,London,Small,Education,Operations Manager,Mid,0.04,61248,0.74,Low,Emerging
2019,New York,Small,Healthcare,Software Engineer,Junior,0.16,45293,0.66,Medium,Growing
2014,Sao Paulo,Startup,Tech,Data Scientist,Executive,0.14,38963,0.68,Medium,Emerging
2022,Sao Paulo,Large,Finance,Business Analyst,Senior,0.41,60806,0.22,High,Mature
2022,Singapore,Medium,Government,ML Engineer,Senior,0.74,55990,0.11,Low,Growing
2014,London,Small,Manufacturing,Software Engineer,Senior,0.06,48401,0.61,Low,Emerging
2015,Sao Paulo,Startup,Energy,Product Manager,Junior,0.18,32405,0.74,High,Emerging
2010,Lagos,Startup,Energy,Software Engineer,Junior,0.74,87947,0.3,Low,Emerging
2025,Berlin,Small,Healthcare,Operations Manager,Intern,0.82,127101,0.13,Low,Growing
2023,Toronto,Large,Energy,Data Scientist,Lead,0.12,98885,0.75,Medium,Growing
2025,Tokyo,Large,Retail,Research Scientist,Executive,0,40733,0.7,Medium,Growing
2012,Toronto,Small,Government,AI Researcher,Lead,0.03,19035,0.88,Medium,Emerging
2012,New York,Large,Retail,Policy Analyst,Lead,0.52,82570,0.21,Low,Emerging
2011,Lagos,Startup,Agriculture,Software Engineer,Junior,0.02,32863,0.82,Medium,Emerging
2025,Berlin,Medium,Retail,ML Engineer,Senior,0.6,152964,0.3,Low,Growing
2020,Sao Paulo,Large,Retail,Policy Analyst,Mid,0.03,39514,0.8,Medium,Growing
2014,Singapore,Large,Energy,Business Analyst,Intern,0.18,58089,0.73,High,Emerging
2016,Nairobi,Enterprise,Finance,Business Analyst,Executive,0.1,82614,0.61,High,Emerging
2011,Dubai,Large,Finance,Business Analyst,Mid,0.15,20310,0.84,Medium,Emerging
2024,Paris,Small,Finance,Business Analyst,Lead,0.89,35529,0.21,Low,Mature
2024,Paris,Enterprise,Healthcare,Research Scientist,Senior,0.02,77855,0.82,Low,Growing
2021,Bangalore,Medium,Manufacturing,Operations Manager,Intern,0.83,109097,0.19,Low,Growing
2019,Paris,Medium,Government,Operations Manager,Junior,0.1,40614,0.83,Medium,Growing
2024,Paris,Startup,Manufacturing,AI Researcher,Lead,0.14,101546,0.81,Medium,Growing
2015,Nairobi,Medium,Tech,Research Scientist,Intern,0.05,85465,0.73,High,Emerging
2012,Sydney,Startup,Finance,Research Scientist,Mid,0.06,52749,0.65,Low,Emerging
2020,Tokyo,Large,Manufacturing,Software Engineer,Mid,0.18,67513,0.78,Low,Growing
2017,Berlin,Medium,Tech,Operations Manager,Intern,0.12,74574,0.8,Low,Growing
2011,Toronto,Large,Tech,Systems Engineer,Mid,0.12,59251,0.62,Low,Emerging
2012,Paris,Startup,Energy,Business Analyst,Executive,0.15,42651,0.66,High,Emerging
2014,Lagos,Enterprise,Tech,Policy Analyst,Intern,0.18,82462,0.87,High,Emerging
2021,Tokyo,Small,Energy,AI Researcher,Executive,0.16,30460,0.71,Low,Growing
2017,Dubai,Medium,Government,Policy Analyst,Junior,0.51,92859,0.36,Medium,Growing
2018,Toronto,Startup,Education,Data Scientist,Mid,0.14,22540,0.77,Medium,Growing
2017,Dubai,Medium,Tech,Systems Engineer,Intern,0.11,74314,0.7,Low,Growing
2023,Paris,Enterprise,Tech,Research Scientist,Lead,0.66,154969,0.35,Medium,Mature
2011,Bangalore,Startup,Government,Software Engineer,Lead,0.13,31354,0.77,High,Emerging
2010,Nairobi,Enterprise,Government,Policy Analyst,Mid,0.04,30828,0.62,Low,Emerging
2019,Berlin,Enterprise,Energy,Research Scientist,Mid,0.15,83864,0.83,High,Growing
2021,Lagos,Small,Education,Research Scientist,Lead,0.04,81045,0.74,Low,Growing
2017,Seoul,Small,Tech,AI Researcher,Senior,0.09,77410,0.83,Medium,Growing
2014,Tokyo,Large,Manufacturing,AI Researcher,Mid,0.12,78599,0.61,Low,Emerging
2013,Tokyo,Small,Tech,ML Engineer,Lead,0.16,57767,0.69,High,Emerging
2023,Tokyo,Startup,Education,ML Engineer,Lead,0.12,30755,0.64,Low,Growing
2021,Toronto,Enterprise,Government,Research Scientist,Senior,0.06,83179,0.81,Medium,Growing
2019,London,Large,Energy,Policy Analyst,Mid,0.19,67211,0.64,High,Growing
2024,London,Large,Energy,Business Analyst,Junior,0.5,100607,0.21,Low,Growing
2016,Berlin,Medium,Retail,Business Analyst,Mid,0.16,22409,0.81,High,Emerging
2017,Singapore,Large,Education,AI Researcher,Senior,0.12,67600,0.84,Medium,Growing
2010,Paris,Medium,Government,Research Scientist,Intern,0.08,63343,0.83,High,Emerging
2016,Bangalore,Startup,Energy,Software Engineer,Executive,0.04,57280,0.74,Low,Emerging
2016,Seoul,Medium,Education,ML Engineer,Intern,0.01,56283,0.65,Low,Emerging
2016,Tokyo,Large,Manufacturing,AI Researcher,Intern,0.13,19065,0.69,Low,Emerging
2025,Nairobi,Large,Government,Research Scientist,Junior,0.76,45702,0.35,High,Growing
2011,Lagos,Small,Education,Systems Engineer,Lead,0.13,33799,0.81,High,Emerging
2015,Sydney,Small,Manufacturing,AI Researcher,Senior,0.09,55151,0.82,High,Emerging
2025,Dubai,Startup,Government,Business Analyst,Intern,0.66,37909,0.35,Medium,Growing
2011,Sao Paulo,Small,Agriculture,Business Analyst,Senior,0.01,64299,0.8,Medium,Emerging
2017,London,Startup,Education,Data Scientist,Senior,0.59,27675,0.17,High,Growing
2023,London,Small,Finance,Data Scientist,Intern,0.62,119516,0.24,High,Mature
2013,Lagos,Large,Retail,Software Engineer,Mid,0.19,69200,0.79,High,Emerging
2017,London,Enterprise,Tech,Product Manager,Senior,0.02,72430,0.67,Low,Growing
2020,Singapore,Medium,Healthcare,AI Researcher,Lead,0.76,51134,0.35,High,Growing
2010,Nairobi,Large,Finance,Policy Analyst,Intern,0.92,74564,0.26,Medium,Emerging
2019,Nairobi,Small,Government,Data Scientist,Senior,0.49,31441,0.32,Medium,Growing
2024,Lagos,Large,Manufacturing,Systems Engineer,Senior,0.51,67085,0.36,Low,Growing
2022,Lagos,Small,Healthcare,Data Scientist,Executive,0.19,102947,0.7,High,Growing
2024,Dubai,Medium,Healthcare,Systems Engineer,Junior,0.82,124447,0.22,High,Growing
2021,Seoul,Medium,Healthcare,Software Engineer,Intern,0.19,45125,0.9,Low,Growing
2016,Lagos,Small,Government,Business Analyst,Senior,0.02,72225,0.66,Medium,Emerging
2020,London,Enterprise,Tech,Systems Engineer,Lead,0.81,77547,0.4,Medium,Growing
2017,Toronto,Large,Retail,Data Scientist,Lead,0.01,23154,0.63,Medium,Growing
2023,New York,Startup,Education,AI Researcher,Lead,0.19,45610,0.71,High,Growing
2016,London,Enterprise,Healthcare,ML Engineer,Senior,0.16,62834,0.75,Low,Emerging
2013,Bangalore,Startup,Energy,ML Engineer,Lead,0.19,73299,0.67,High,Emerging
2023,Dubai,Small,Education,Product Manager,Senior,0.59,109990,0.38,Medium,Growing
2014,Seoul,Enterprise,Agriculture,Operations Manager,Executive,0.02,19101,0.69,High,Emerging
2013,Nairobi,Enterprise,Manufacturing,AI Researcher,Executive,0.17,54418,0.71,Medium,Emerging
2022,Seoul,Large,Retail,ML Engineer,Mid,0.69,106804,0.16,High,Growing
2025,Berlin,Small,Manufacturing,ML Engineer,Intern,0.8,62282,0.4,Low,Growing
2023,Lagos,Large,Healthcare,Operations Manager,Executive,0.62,119002,0.15,Low,Growing
2017,Berlin,Enterprise,Tech,Systems Engineer,Mid,0.11,33835,0.84,High,Growing
2022,Seoul,Enterprise,Agriculture,Software Engineer,Junior,0.11,65014,0.76,Medium,Growing
2016,Singapore,Startup,Healthcare,Data Scientist,Junior,0.17,71077,0.75,Medium,Emerging
2020,New York,Medium,Agriculture,Business Analyst,Junior,0.1,41198,0.61,Medium,Growing
2012,Sao Paulo,Medium,Agriculture,Policy Analyst,Junior,0.13,57176,0.88,High,Emerging
2014,Sao Paulo,Large,Retail,Product Manager,Executive,0.19,62109,0.76,Low,Emerging
2013,Bangalore,Small,Energy,Policy Analyst,Mid,0.02,61459,0.82,Medium,Emerging
2022,Lagos,Enterprise,Government,Research Scientist,Senior,0.76,101993,0.18,Medium,Growing
2019,Lagos,Medium,Finance,Data Scientist,Senior,0.8,110841,0.12,Low,Growing
2010,Paris,Enterprise,Energy,ML Engineer,Executive,0.05,19290,0.85,Low,Emerging
2023,London,Large,Government,Operations Manager,Mid,0.9,35998,0.33,High,Growing
2025,London,Medium,Tech,AI Researcher,Intern,0.4,158734,0.21,Low,Mature
2022,Lagos,Medium,Retail,Product Manager,Executive,0.94,35878,0.14,Low,Growing
2011,Toronto,Small,Healthcare,Systems Engineer,Lead,0.19,64857,0.75,Low,Emerging
2017,London,Medium,Tech,Research Scientist,Junior,0.12,67041,0.68,Medium,Growing
2025,Berlin,Enterprise,Finance,Research Scientist,Junior,0.47,108343,0.16,High,Mature
2020,New York,Large,Energy,Data Scientist,Intern,0.6,37113,0.17,Low,Growing
2025,Nairobi,Medium,Retail,AI Researcher,Executive,0.78,131682,0.21,High,Growing
2016,Nairobi,Large,Education,Data Scientist,Junior,0.01,41877,0.82,High,Emerging
2013,Bangalore,Startup,Energy,Data Scientist,Lead,0.1,24758,0.65,High,Emerging
2015,Berlin,Enterprise,Government,Policy Analyst,Senior,0.16,72526,0.66,High,Emerging
2011,Seoul,Small,Agriculture,AI Researcher,Lead,0.13,69995,0.64,Medium,Emerging
2014,Lagos,Enterprise,Energy,Business Analyst,Intern,0.2,75550,0.71,Medium,Emerging
2016,Toronto,Small,Energy,ML Engineer,Junior,0.15,23132,0.74,Medium,Emerging
2015,Sydney,Enterprise,Energy,Data Scientist,Lead,0.03,56230,0.79,Low,Emerging
2017,Lagos,Medium,Finance,ML Engineer,Senior,0.93,104575,0.2,Low,Growing
2013,Berlin,Startup,Tech,AI Researcher,Executive,0.48,85734,0.23,Medium,Emerging
2020,Paris,Medium,Finance,Systems Engineer,Junior,0.18,50899,0.65,Medium,Growing
2010,London,Small,Healthcare,Business Analyst,Junior,0.08,53320,0.74,Medium,Emerging
2023,Toronto,Large,Government,Software Engineer,Lead,0.91,37556,0.26,Low,Growing
2025,Sydney,Startup,Healthcare,AI Researcher,Intern,0.56,36265,0.39,Low,Growing
2013,London,Large,Finance,ML Engineer,Junior,0.17,18727,0.62,Medium,Emerging
2014,Toronto,Startup,Tech,AI Researcher,Senior,0.03,50293,0.73,High,Emerging
2017,Toronto,Small,Energy,Systems Engineer,Junior,0.2,68647,0.81,Medium,Growing
2021,Tokyo,Startup,Retail,Business Analyst,Intern,0.52,55609,0.16,Low,Growing
2010,Berlin,Medium,Retail,Systems Engineer,Executive,0.1,33051,0.71,High,Emerging
2011,Tokyo,Small,Manufacturing,Policy Analyst,Lead,0.09,34470,0.82,High,Emerging
2022,London,Small,Education,Business Analyst,Lead,0.12,108280,0.9,Medium,Growing
2012,Toronto,Enterprise,Manufacturing,ML Engineer,Intern,0.02,47899,0.68,High,Emerging
2020,Dubai,Startup,Retail,Policy Analyst,Intern,0.1,36225,0.8,High,Growing
2022,Tokyo,Startup,Government,Software Engineer,Mid,0.8,74985,0.33,Medium,Growing
2011,Nairobi,Small,Agriculture,Product Manager,Senior,0.03,47073,0.9,Medium,Emerging
2014,Sao Paulo,Medium,Finance,Data Scientist,Intern,0.06,71478,0.76,Medium,Emerging
2023,Seoul,Enterprise,Retail,ML Engineer,Senior,0.44,132863,0.2,High,Growing
2010,Tokyo,Small,Government,Research Scientist,Senior,0.13,51175,0.82,High,Emerging
2010,Sydney,Medium,Manufacturing,Policy Analyst,Senior,0.17,21195,0.74,Low,Emerging
2022,Sydney,Large,Manufacturing,Research Scientist,Lead,0.84,100661,0.28,High,Growing
2017,Toronto,Enterprise,Government,Data Scientist,Mid,0.04,65942,0.89,Medium,Growing
2010,Sydney,Startup,Energy,AI Researcher,Lead,0.85,79308,0.39,Medium,Emerging
2023,Nairobi,Startup,Education,Product Manager,Junior,0.03,80005,0.72,Low,Growing
2012,Tokyo,Startup,Energy,AI Researcher,Lead,0.03,62716,0.71,Low,Emerging
2013,London,Large,Finance,AI Researcher,Senior,0.02,68101,0.65,Low,Emerging
2023,Sao Paulo,Medium,Energy,Product Manager,Mid,0.09,43703,0.87,Low,Growing
2010,Berlin,Enterprise,Agriculture,ML Engineer,Mid,0.04,67162,0.61,High,Emerging
2025,Lagos,Enterprise,Energy,Software Engineer,Lead,0.18,40238,0.85,Medium,Growing
2013,New York,Large,Energy,Business Analyst,Lead,0.07,61005,0.73,Medium,Emerging
2012,Singapore,Medium,Education,Research Scientist,Mid,0.16,18797,0.6,High,Emerging
2013,Sao Paulo,Medium,Agriculture,Product Manager,Mid,0.19,77384,0.77,Low,Emerging
2013,Nairobi,Small,Government,Business Analyst,Junior,0.12,55209,0.61,Low,Emerging
2019,Sydney,Medium,Manufacturing,Operations Manager,Executive,0.08,45202,0.78,Low,Growing
2013,Paris,Large,Retail,Business Analyst,Intern,0.02,81429,0.84,Medium,Emerging
2015,Sydney,Enterprise,Healthcare,Policy Analyst,Lead,0.03,70116,0.87,Medium,Emerging
2018,Lagos,Startup,Manufacturing,Operations Manager,Intern,0.17,20594,0.86,Medium,Growing
2020,Sao Paulo,Enterprise,Education,ML Engineer,Junior,0.1,36816,0.81,Low,Growing
2015,Toronto,Enterprise,Manufacturing,Data Scientist,Senior,0.03,63989,0.67,Medium,Emerging
2023,Sydney,Medium,Agriculture,Policy Analyst,Lead,0.76,124886,0.19,Low,Growing
2011,Sydney,Small,Manufacturing,AI Researcher,Executive,0.02,33091,0.81,Medium,Emerging
2013,Berlin,Enterprise,Healthcare,ML Engineer,Junior,0.12,58409,0.81,Medium,Emerging
2018,Toronto,Small,Finance,Software Engineer,Intern,0.17,89247,0.77,High,Growing
2013,Sao Paulo,Medium,Finance,Product Manager,Senior,0.07,65216,0.76,High,Emerging
2018,Tokyo,Startup,Agriculture,Systems Engineer,Executive,0.42,53292,0.23,High,Growing
2020,Nairobi,Enterprise,Energy,Business Analyst,Intern,0.72,96510,0.14,High,Growing
2015,Dubai,Large,Manufacturing,Operations Manager,Mid,0.16,63887,0.68,Low,Emerging
2019,London,Enterprise,Agriculture,Data Scientist,Senior,0.55,122551,0.28,Medium,Growing
2023,Sao Paulo,Enterprise,Retail,Systems Engineer,Senior,0.63,88529,0.19,High,Growing
2024,Bangalore,Large,Retail,ML Engineer,Lead,0.93,126154,0.28,Low,Growing
2011,Dubai,Startup,Finance,Data Scientist,Intern,0.2,59057,0.85,High,Emerging
2014,London,Medium,Manufacturing,Research Scientist,Intern,0.19,73361,0.66,Medium,Emerging
2022,London,Startup,Tech,Data Scientist,Junior,0.54,127946,0.3,Medium,Mature
2025,Dubai,Medium,Retail,Research Scientist,Mid,0.63,99211,0.24,Medium,Growing
2024,Lagos,Startup,Manufacturing,ML Engineer,Executive,0.07,47147,0.7,Low,Growing
2012,Sao Paulo,Large,Government,Product Manager,Lead,0.12,47917,0.75,High,Emerging
2013,London,Large,Government,Systems Engineer,Intern,0.05,21219,0.84,Low,Emerging
2010,Tokyo,Medium,Healthcare,Operations Manager,Executive,0.09,26698,0.77,Low,Emerging
2013,London,Startup,Education,Policy Analyst,Senior,0.18,73085,0.76,High,Emerging
2024,Toronto,Large,Energy,Research Scientist,Lead,0.11,75671,0.63,Medium,Growing
2019,Bangalore,Enterprise,Finance,Product Manager,Senior,0.7,69544,0.38,High,Growing
2025,Sydney,Enterprise,Finance,ML Engineer,Mid,0.14,109586,0.89,High,Mature
2025,Sao Paulo,Small,Manufacturing,Data Scientist,Senior,0.83,44392,0.36,Medium,Growing
2016,Nairobi,Large,Retail,AI Researcher,Intern,0.05,20711,0.72,Low,Emerging
2021,Seoul,Medium,Education,Operations Manager,Executive,0.44,147481,0.31,Low,Growing
2013,Berlin,Medium,Tech,Policy Analyst,Junior,0.14,56492,0.66,Low,Emerging
2010,Seoul,Startup,Government,Data Scientist,Senior,0.12,28203,0.62,High,Emerging
2019,Seoul,Enterprise,Tech,Data Scientist,Mid,0.19,92704,0.7,High,Growing
2015,Bangalore,Large,Energy,Policy Analyst,Mid,0.18,56264,0.84,Medium,Emerging
2010,Toronto,Medium,Finance,Data Scientist,Mid,0.06,46467,0.74,Medium,Emerging
2012,Berlin,Small,Government,AI Researcher,Intern,0.16,63929,0.67,High,Emerging
2017,New York,Medium,Tech,Software Engineer,Intern,0,93464,0.76,High,Growing
2023,Singapore,Small,Manufacturing,ML Engineer,Lead,0.61,121237,0.11,High,Growing
2022,Sao Paulo,Small,Tech,Policy Analyst,Intern,0.93,43704,0.4,High,Mature
2017,Sydney,Small,Retail,Product Manager,Lead,0.15,19267,0.82,Medium,Growing
2014,Bangalore,Small,Agriculture,Software Engineer,Intern,0.08,20672,0.68,Low,Emerging
2013,Seoul,Medium,Energy,ML Engineer,Intern,0.14,75610,0.86,Medium,Emerging
2019,New York,Medium,Finance,Operations Manager,Senior,0.18,71766,0.9,High,Growing
2014,Lagos,Enterprise,Tech,AI Researcher,Mid,0.13,71785,0.65,Medium,Emerging
2016,Bangalore,Enterprise,Energy,Operations Manager,Junior,0.18,66857,0.65,High,Emerging
2016,Nairobi,Enterprise,Agriculture,Operations Manager,Intern,0.01,79349,0.76,High,Emerging
2013,Sao Paulo,Large,Finance,Software Engineer,Executive,0.1,28647,0.68,Medium,Emerging
2012,Sao Paulo,Startup,Retail,AI Researcher,Junior,0.19,34606,0.85,Low,Emerging
2016,Tokyo,Enterprise,Finance,Systems Engineer,Executive,0.15,50206,0.77,Medium,Emerging
2017,Tokyo,Large,Manufacturing,Systems Engineer,Senior,0.13,74731,0.69,Medium,Growing
2014,Seoul,Large,Government,Policy Analyst,Mid,0.14,19234,0.66,Medium,Emerging
2018,Berlin,Small,Government,Research Scientist,Lead,0.16,58438,0.77,Medium,Growing
2012,Singapore,Enterprise,Tech,AI Researcher,Lead,0.62,31619,0.15,High,Emerging
2025,Seoul,Small,Tech,ML Engineer,Executive,0.75,139394,0.32,High,Mature
2014,Paris,Enterprise,Finance,Business Analyst,Senior,0.04,80885,0.7,Medium,Emerging
2023,Lagos,Medium,Agriculture,AI Researcher,Lead,0.95,72759,0.33,Medium,Growing
2020,Seoul,Startup,Healthcare,Data Scientist,Senior,0.92,65485,0.22,Low,Growing
2018,Lagos,Enterprise,Education,Software Engineer,Senior,0.11,64374,0.7,Low,Growing
2016,Sydney,Startup,Government,Policy Analyst,Mid,0.81,58636,0.19,High,Emerging
2018,Berlin,Large,Government,Data Scientist,Mid,0.69,38151,0.22,Low,Growing
2015,Bangalore,Medium,Finance,Product Manager,Lead,0.18,32895,0.66,Low,Emerging
2018,Dubai,Small,Finance,AI Researcher,Junior,0.12,66948,0.83,High,Growing
2025,Paris,Medium,Tech,Policy Analyst,Senior,0.68,119596,0.2,High,Mature
2018,Sydney,Large,Healthcare,Data Scientist,Mid,0.1,24254,0.77,Medium,Growing
2016,Bangalore,Medium,Government,Data Scientist,Executive,0,66772,0.71,Medium,Emerging
2010,Nairobi,Enterprise,Government,Product Manager,Intern,0.1,69442,0.83,Low,Emerging
2011,Singapore,Startup,Retail,Research Scientist,Executive,0.06,34168,0.82,High,Emerging
2014,Sao Paulo,Startup,Manufacturing,Business Analyst,Lead,0.01,40476,0.72,Low,Emerging
2013,Nairobi,Small,Finance,Product Manager,Senior,0.04,33594,0.83,High,Emerging
2022,Toronto,Small,Manufacturing,Operations Manager,Mid,0.55,86609,0.18,High,Growing
2022,Nairobi,Enterprise,Healthcare,Policy Analyst,Junior,0.51,141262,0.35,High,Growing
2024,Sydney,Medium,Retail,Product Manager,Executive,0.79,61956,0.1,Low,Growing
2010,Bangalore,Enterprise,Government,Operations Manager,Executive,0.12,63731,0.85,Medium,Emerging
2022,Bangalore,Small,Tech,Operations Manager,Senior,0.47,90434,0.39,Low,Mature
2015,New York,Small,Education,Product Manager,Intern,0.14,51533,0.83,Medium,Emerging
2014,Dubai,Small,Retail,Product Manager,Senior,0.07,36650,0.86,Medium,Emerging
2010,Singapore,Startup,Energy,Systems Engineer,Junior,0.03,18127,0.73,Medium,Emerging
2013,Berlin,Startup,Government,Research Scientist,Lead,0.15,68458,0.84,Medium,Emerging
